Book_name,Author,Rating,Book_genre_p,Book_genre_s,Book_ID
Moral Letters to Lucilius Volume 1,"Seneca, Richard Mott Gummere ",4.46,Philosophy,History,17893
"Ronel & The Best Gift Ever!: The story of a boy's love for Animals, Nature, Art, and his Friends","Ronel Pierre, Rosa Sophia  (Editor)",4.63,NA,NA,17894
Ketki ni kalame: Gujarati Edition,"Zeel Shah  (Editor), Harsh Shah (Photographer)",3.4,NA,NA,17895
Holocaust,Gerald Green,4.28,Historical Fiction,War,17896
Enrule,Holly Sparks ,4.09,Fantasy,NA,17897
It's About Love,Steven Camden ,3.73,Young Adult,Young Adult Romance,17898
Child Witch Kinshasa,"Mike Orms, Angela Nicoara  (Editor), Steven Miscandlon  (Editor)",4.31,Fiction,NA,17899
"Why the Chicken Crossed the World: 18 Surprising Secrets from China on Success, Wealth, and Happiness (Funky Chicken)",Funky Chicken ,3.67,Nonfiction,NA,17900
He Who Shapes / The Infinity Box,"Roger Zelazny, Kate Wilhelm",3.75,Science Fiction,NA,17901
CAP Series 1 A Birdy Adventure,Hemdiva Dev ,3.86,NA,NA,17902
"Shobu Samurai, Project Aryoku (#3)",Shinry ,4.7,Fantasy,NA,17903
An Inkling Hope: Select Poems,"Erin A. Thomas , Daniel Barth",3.87,Poetry,NA,17904
Medea,"Seneca, Frederick Ahl ",4.07,Classics,Philosophy,17905
Silly of Me: May The Best Woman Win,Tiffany Forbes ,4.27,NA,NA,17906
Commissioning,Alyson Santos ,4.62,Historical Fiction,NA,17907
Pretty Girl-13,Liz Coley ,4.01,Young Adult,Fiction,17908
The Painted Ocean,Gabriel Packard,3.03,Fiction,NA,17909
Sands of Time,Christine Church ,4.11,Fantasy,NA,17910
Alive for Now,Bob Howard ,4.23,Zombies,NA,17911
For Cheddar or Worse,Avery Aames ,3.93,Mystery,Romance,17912
The Storyspinner,Becky Wallace ,3.83,Fantasy,High Fantasy,17913
Seasons of Love and War,Brenda Ashworth Barry,4.59,Romance,NA,17914
Fire in the Treetops: Celebrating Twenty-Five Years of Haiku North America,"Michael Dylan Welch  (Editor), Christopher Patchel ",4.33,NA,NA,17915
251 Things to Do in Tofino: And it is NOT just about Surfing,"Kait Fennell, Joe Martin, George Patterson, Josh Temple, Shawna Roberts, Sheila Orchiston, Markus Pukonen, Lisa Fletcher , more…",4.79,Nonfiction,NA,17916
Meridio's Daughter,L.J. Maas,4.07,Lesbian,LGBT,17917
Silvermay,James Moloney,3.86,Fantasy,Magic,17918
KJV Study Bible,Anonymous (Editor),4.67,Religion,Philosophy,17919
Path to Peace: A Guide to Managing Life After Losing a Loved One,Angie Ransome-Jones,4.71,NA,NA,17920
The Angelfall Trilogy,Susan Ee ,4.49,Fantasy,Dystopia,17921
The Forgotten Way Meditations: The Path of Yeshua for Power and Peace in This Life,Ted Dekker ,4.49,Nonfiction,Religion,17922
The Seed,Ken Macrae,3,NA,NA,17923
The Secret Message of Jesus: Uncovering the Truth That Could Change Everything,Brian D. McLaren,3.77,Religion,Nonfiction,17924
"How to Live with a Huge Penis: Advice, Meditations, and Wisdom for Men Who Have Too Much","Richard Jacob, Owen Thomas",3.8,Humor,NA,17925
Schism,Britt Holewinski ,3.99,Young Adult,Thriller,17926
The Birchbark House,Louise Erdrich,3.98,Historical Fiction,Historical,17927
Dreamcatcher,Ann Curtin ,4.44,Westerns,NA,17928
Barracuda,Christos Tsiolkas,3.67,Fiction,Book Club,17929
Jake Ransom and the Howling Sphinx,James Rollins ,4.09,Fantasy,Thriller,17930
Forty-Four Box Set Books 6-10,Jools Sinclair,4.38,NA,NA,17931
Trouble in Trondheim: Bikers and Gangsters,Mats Vederhus ,4,NA,NA,17932
The Peshwa: The Lion and the Stallion,Ram Sivasankaran ,4.01,Historical Fiction,NA,17933
Smog City,Rebecca McNutt ,4.38,Novels,NA,17934
More Money Than God: Hedge Funds and the Making of a New Elite,Sebastian Mallaby,4.05,Finance,History,17935
Chike the Invincible,Ogo Okoye-Johnson ,5,NA,NA,17936
The First and Last Freedom,"Jiddu Krishnamurti, Aldous Huxley",4.16,Philosophy,Religion,17937
Skywater,Melinda Worth Popham ,4.06,Fiction,NA,17938
Multilingual Digital Marketing: Become the Market Leader,Maria Johnsen ,5,NA,NA,17939
Embrace The Dawning,Betty Shreffler ,4.2,Paranormal,NA,17940
The Magic of Saida,M.G. Vassanji,3.42,Fiction,Literary Fiction,17941
The Willow Branch,Lela Markham ,4.25,Fantasy,NA,17942
Bittersweet,Tyffani Clark Kemp ,4,Fantasy,NA,17943
Diary of a Serial Killer,Shawn William Davis ,3.85,Thriller,NA,17944
THE COALFIELD EXPRESS,Susmit Sarkar ,4.86,NA,NA,17945
Finch,Jeff VanderMeer ,3.97,Fantasy,Steampunk,17946
The Forest King's Daughter,Kendra Olson ,4.6,NA,NA,17947
Unlocking Adeline,J.D. Hollyfield ,4.26,Fantasy,Adult,17948
Book of Immortals Series: Volume 1-3,Kassandra Lynn ,4.17,NA,NA,17949
"Meditation's Secret Treasure, Awakening to the Mystic World (American Tao #1)",Steven Strasnick ,4.5,Philosophy,NA,17950
Impending Earth,J.R. Clark ,3.92,NA,NA,17951
Promise Kept,L.R.Lee ,0,NA,NA,17952
The Count of Monte Cristo (Bring the Classics to Life: Level 5),"Rob C. Richards (Adapter), Ken Landgraf , Laura Solimene (Editor), Alexandre Dumas",4.25,NA,NA,17953
The Girl of Ink and Stars,"Kiran Millwood Hargrave , Helen Crawford-White (Cover and Interior Designer)",3.71,Fantasy,Fiction,17954
Right Behind You,Gail Giles ,4.01,Young Adult,Mystery,17955
Compulsion,Meyer Levin,4.09,Fiction,Mystery,17956
Tiger's Curse Preview,Colleen Houck ,4.65,Romance,Mythology,17957
Meadowland: the private life of an English field,John Lewis-Stempel ,4.23,Nonfiction,Animals,17958
Just Six Numbers: The Deep Forces That Shape the Universe,Martin J. Rees,3.94,Science,Popular Science,17959
Passage of Destiny,Deborah L. Pearson,4.67,NA,NA,17960
An Accidental Goddess,"Linnea Sinclair , Megan Sybil Baker",3.95,Romance,Time Travel,17961
A Violet and Two Gentlemen,Petronela Ungureanu ,3.82,Romance,NA,17962
"The Philosopher and the Wolf: Lessons from the Wild on Love, Death, and Happiness",Mark Rowlands,4.15,Philosophy,Wolves,17963
Teen Roach,La Tisha Honor ,5,NA,NA,17964
Dead by Morning,Kayla Krantz ,3.72,Horror,Dark,17965
Into the Current,Jared Young ,3.82,NA,NA,17966
Operation Sunset,Leslie Wolfe ,4.39,Thriller,NA,17967
Abandoned: A Collection of Great Stories,Guy de Maupassant,3.32,Short Stories,NA,17968
The Flip Side,"Shawn Johnson, A.L. Sonnichsen ",3.96,Young Adult,Fiction,17969
Mother at Seven,Veronika Gasparyan ,4.07,Nonfiction,Biography,17970
Thief's Magic,Trudi Canavan,3.86,Fantasy,Young Adult,17971
Dak Munsi: A Celebrated Story in English Translation by Chinmay Hota,"Fakir Mohan Senapati, Chinmay Hota ",4.65,NA,NA,17972
Signs of Life: 40 Catholic Customs and Their Biblical Roots,Scott Hahn,4.24,Catholic,Theology,17973
Conflict of Interest,Teresa Michaels ,4.2,Romance,NA,17974
Wolfbreed,S.A. Swann,3.56,Fantasy,Historical Fiction,17975
Seeing Christ in the Old Testament Genesis,Lyle Hutchins,5,NA,NA,17976
The Detour (The rift series Book 1),"Kay Dee, Sherry Hoium (Photographer)",5,NA,NA,17977
"the Struggle for The Holy Land: Arabs, Jews and The Emergence of Israel",William Hare,4.24,NA,NA,17978
The Hero Within: Yes You Are Amazing!,Shivank Srivastava ,5,NA,NA,17979
The Ugly,Alexander Boldizar ,3.74,Fiction,NA,17980
Torn Away,Jennifer Brown,4.05,Young Adult,Family,17981
Meditations on the line of harmony,Frances E. Steinberg,5,NA,NA,17982
Church Corp.,"Amazon Digital Services Inc., Peter Webster (Narrator)",3.8,NA,NA,17983
Le Caprice des dieux,Tina Noiret,3.5,NA,NA,17984
Eerie,C.M. McCoy ,4.35,Fantasy,Paranormal Romance,17985
La senda del arquero: (Libro I),"R M. André, Javier Davila ",3.64,NA,NA,17986
The Truth She Knew,J.A. Owen,4.21,Fiction,College,17987
"Subverting Syria: How CIA Contra Gangs and NGOs Manufacture, Mislabel and Market Mass Murder","Tony Cartalucci, Nile Bowie",4.67,Politics,NA,17988
Dream Girls Box Set,Carrie Thomas ,5,NA,NA,17989
January First: A Child's Descent into Madness and Her Father's Struggle to Save Her,Michael Schofield ,3.91,Nonfiction,Mental Illness,17990
This Side of Brightness,Colum McCann ,3.86,Fiction,Novels,17991
The Sailweaver's Son,Jeff Minerd ,4.36,Fantasy,NA,17992
The House of Night Series: Books 1-12,"P.C. Cast , Kristin Cast ",4.34,Young Adult,Fiction,17993
The Lives of Things,"José Saramago, Giovanni Pontiero (Translation)",3.74,Short Stories,Literature,17994
Addictarium,Nicole D'Settēmi ,4.29,NA,NA,17995
Veritas The Pharmacological Endgame,"Alessandro Boccaletti , Amerigo Consta ",4.68,Fiction,NA,17996
A Fine and Pleasant Misery,"Patrick F. McManus , Jack Samson (Editor)",4.35,Humor,Short Stories,17997
Warped,Jeff Menapace ,4.18,Horror,NA,17998
Unassimilated,Michael Ben Zehabe ,4.5,NA,NA,17999
The Back Road,Rachel Abbott ,4.03,Mystery,Mystery Thriller,18000
A Selfless Man,Shawn Raymond Poalillo ,4.58,Drama,NA,18001
A Liar's Autobiography: Volume VI,Graham Chapman,4.04,Biography,Comedy,18002
Genesis Girl,Jennifer Bardsley ,3.83,Young Adult,Futuristic,18003
"That One Kid Who Freaked Out, Or Whatever",A.J.J. Bourque,3.74,Young Adult,Coming Of Age,18004
Cryptids,Lauren Evers ,3.67,NA,NA,18005
The Book of Blots,Stubba,4.67,NA,NA,18006
Calling the Reaper (First Book of Purgatory 1),Jason Pere ,4.27,NA,NA,18007
Soulsmith,Will Wight ,4.42,Fantasy,Epic Fantasy,18008
Healing Naturally and Primary Reflexes - Restore energy with organic moves,Margaret Mulder ,5,NA,NA,18009
"A Search for God, Book I","Edgar Cayce, Members of Study Group #1 of the Association for Research & Enlightenment, Association for Research & Enlightenment (Editor)",4.13,NA,NA,18010
The Reader,Traci Chee ,3.79,Fantasy,Young Adult Fantasy,18011
Janus Quadrifrons,Spark D'Ark ,4,NA,NA,18012
Chinese Education in Singapore: An Untold Story of Conflict and Change,Zhixiong Zhang,3.53,History,Asian Literature,18013
"The Desert Princess (The Sultan's Heir, #2)",Christina Bates ,4.56,NA,NA,18014
Getting Over Garrett Delaney,AbMcDonald ,3.75,Young Adult,Fiction,18015
Sea Change,S.M. Wheeler ,3.49,Fantasy,Science Fiction Fantasy,18016
Preparing for Christ's New Name,Alex Gottdank,4.56,NA,NA,18017
The School for Scandal,Richard Brinsley Sheridan,3.63,Plays,Fiction,18018
Implementing Lean Software Development: From Concept to Cash,"Mary Poppendieck, Tom Poppendieck",4.17,Programming,Business,18019
Mind Games (Southern Psychic Sisters),Amerine Graham ,5,NA,NA,18020
As a Peace-Loving Global Citizen,Sun Myung Moon,4.17,Nonfiction,NA,18021
Demonspawn,Christina Engela ,4.5,NA,NA,18022
The Joy of Fearing God,Jerry Bridges,4.39,Christian,Christianity,18023
Mandy and Alecto: The Collected Smog City Book Series,Rebecca McNutt ,4.78,Fantasy,NA,18024
Poem Strip,"Dino Buzzati, Marina Harss ",3.83,Graphic Novels,Fiction,18025
Your Best Life Ever: 7 Keys to Maximizing Your Potential And Enjoying Everyday Life.,Pedro Okoro ,4.5,NA,NA,18026
The Faerie Prince,Rachel Morgan ,4.31,Fantasy,Paranormal,18027
"The Feral Sentence, part 3",G.C. Julien,4.24,NA,NA,18028
Timecrest,Lisa J. Skye ,4.91,NA,NA,18029
Red Oleanders,Rabindranath Tagore,3.87,Classics,Indian Literature,18030
Time Travelling with a Hamster,Ross Welford,4.12,Time Travel,Fantasy,18031
Nothing Gold Can Stay: Stories,Ron Rash ,4.01,Short Stories,Southern,18032
"The Girl Who'll Rule the World (Saturn Returns, #1)",Jolie Booth ,4.4,NA,NA,18033
Born of Legend,Sherrilyn Kenyon ,4.55,Romance,Science Fiction,18034
My Familiar Stranger,Victoria Danann ,3.91,Paranormal,Romance,18035
The Wave at Hanging Rock,Gregg Dunnett ,3.85,Thriller,Psychological Thriller,18036
The Change,Teyla Branton ,3.88,Fantasy,Fiction,18037
Through the Barricades,Denise Deegan ,4.22,Historical Fiction,Irish Literature,18038
Tree of Origin: What Primate Behavior Can Tell Us about Human Social Evolution,"Frans de Waal (Editor), Robin I.M. Dunbar, William C. McGrew",4.13,Science,Animals,18039
Something There In Between,S. Ferguson ,4.03,Romance,Abuse,18040
Book of Never: Volumes 1-3,Ashley Capes ,4.02,Fantasy,NA,18041
Shadow of a Dead Star,Michael Shean ,3.67,Science Fiction,Mystery,18042
"Me and My Mate Jeffrey: A story of big dreams, tough realities and facing my demons head on",Niall Breslin,4.24,Nonfiction,Memoir,18043
Wondrak and Other Stories,"Stefan Zweig, Anthea Bell ",3.87,Fiction,NA,18044
A Child's Christmas,Kate James ,4.37,Romance,Contemporary,18045
Article Three,Anna Jakobsson Lund ,3.89,Dystopia,Swedish Literature,18046
Gazing into the Eternal: Reflections upon a Deeper Purpose to Living,Belsebuub ,4.21,Spirituality,Philosophy,18047
The Warden (Twisted Minds #1),D.P. Tighe ,4.11,Horror,NA,18048
Need,Joelle Charbonneau,3.77,Young Adult,Fiction,18049
Next Spin : Tryst with greed,Satish Batakala ,3,NA,NA,18050
Wedding Dreams,"Maggie Way , Iona Findley , Kristi Rose , K.M. Hodge , Lindzee Armstrong , Lita Lawson , Alix Nichols , Auriella Skye , more…",4.19,Contemporary Romance,NA,18051
"Mushishi, Vol. 3","Yuki Urushibara, William Flanagan ",4.41,Manga,Seinen,18052
Lamb to the Slaughter,Roald Dahl,4.22,Short Stories,School,18053
HCSB: Holman Christian Standard Bible,Anonymous,4.59,Reference,Christianity,18054
The Truth About Riley,Henrietta Clarke ,3.84,M M Romance,Contemporary Romance,18055
King Arthur and His Knights: Selected Tales,"Thomas Malory, Eugène Vinaver (Editor)",4.11,Classics,Literature,18056
Let the Church Say Amen,ReShonda Tate Billingsley,4.38,Christian Fiction,NA,18057
The Time Thief,Natalia Schellhaas ,4.24,Fantasy,Romance,18058
Realmgolds,Mike Reeves-McMillan ,3.97,NA,NA,18059
The Weaver of Odds,Louise Blackwick ,4.32,Fantasy,NA,18060
The Miraculous Day of Amalia Gómez,John Rechy,3.72,Fiction,NA,18061
Sphinx,"Anne Garréta, Emma Ramadan ",3.78,Fiction,Feminism,18062
Three Wells of the Sea,Terry Madden ,4.13,Fantasy,NA,18063
Lessons from a CF Cornerman: 38 Lessons I Learned During My Wife's Illness And Lung Transplant,Raymond L. Poole,4.69,Own,NA,18064
A Glitch in the System,Adam Aust ,3.94,Science Fiction,NA,18065
Cherry Pie,Sotia Lazu ,4.57,NA,NA,18066
Vannie,Ryan Schow,4.08,Thriller,Young Adult,18067
Myra Breckenridge/Myron,Gore Vidal,3.71,Fiction,Literature,18068
Antar and Haider the Lion,"Dedra L. Stevenson , Michelle Nickelson (Editor)",5,NA,NA,18069
Action Words: Journey of a Journalist,Shaune Bordere ,4.5,Historical Fiction,Inspirational,18070
The Lady of the Fig Tree The Healing Power of Meditation 1 The History and Significance of Meditation,Abo Polak,5,NA,NA,18071
Where Pain Thrives,Mie Hansson ,4.06,Poetry,NA,18072
The Honorable Knight,Patrick John Donahoe ,4.09,NA,NA,18073
Right from the Start She Stole His Heart,"Prachi Gupta , Sanchit Garg ",4.18,NA,NA,18074
Wake of Vultures,Lila Bowen ,3.9,Fantasy,Vampires,18075
Nobody´s Children,Hana Hindráková ,3.9,Africa,NA,18076
A Light in the Dark,Kelly Bedford ,4.47,NA,NA,18077
The Stranger Inside (Strangers #4),Jennifer Jaynes,4.11,Mystery,Audiobook,18078
The Gospel of Lie: A Grieving Christian Searches the Bible for a New Jesus,"Joshua Lie, Fady Riad ",3.72,Religion,NA,18079
The Butterfly Project,Emma Scott ,4.41,Romance,Audiobook,18080
The Book of Merlyn,T.H. White,3.95,Fantasy,Historical Fiction,18081
Manners & Mutiny,Gail Carriger ,4.23,Steampunk,Historical Fiction,18082
Save of the Game,Avon Gale ,4,M M Romance,Hockey,18083
Finding Paris,Joy Preble ,3.64,Contemporary,Realistic Fiction,18084
The Millionaire Fastlane: Crack the Code to Wealth and Live Rich for a Lifetime!,M.J. DeMarco ,4.36,Business,Money,18085
"The Emptiness is not Empty: A Textbook for non-meditators, beginning meditators, curious minds and anyone interested in progress.","Rudolph Kolar, Iori Yoshimura Kolar",5,NA,NA,18086
The Proverbial Mr. Universe,Maria La Serra ,3.73,Romance,NA,18087
The Vampire King's Mate,ToAden ,3.9,M M Romance,Shapeshifters,18088
Fall Out,Lizzy Mumfrey ,3.91,NA,NA,18089
Summerland,Michael Chabon,3.56,Fantasy,Sports,18090
The Apple Tart of Hope,Sarah Moore Fitzgerald,3.9,Young Adult,Mystery,18091
Age of Order,Julian North ,4.07,Dystopia,Post Apocalyptic,18092
Shadow of a Human,J.D. Estrada ,4.59,Fantasy,NA,18093
Gracie: A Love Story,George Burns,4.13,Biography,History,18094
Understanding Symbolic Logic,Virginia Klenk,3.91,Philosophy,Programming,18095
The Prince,Eddie Smyth,5,NA,NA,18096
The Book of Houdini,"Harry Houdini, Nevetz Azraz ",4.67,NA,NA,18097
A Lineage of Grace,Francine Rivers ,4.49,Christian Fiction,Biblical Fiction,18098
More Than Need You,Shayla Black ,4,Romance,Erotica,18099
Spill Zone,"Scott Westerfeld , Alex Puvilland , Hilary Sycamore ",4.03,Graphic Novels,Horror,18100
"Friendlationships: From Like, to Like Like, to Love in Your Twenties",Jeff Taylor,3.55,Relationships,NA,18101
Lunora and the Monster King,H.S. Crow ,4.23,Fantasy,NA,18102
Hope in the Dark: The Untold History of People Power,Rebecca Solnit,4.04,Nonfiction,Feminism,18103
Hush,Nicole Lyons ,4.5,Poetry,NA,18104
Nineteen Cuts,Ringo Gene Hayden ,4.71,Fiction,NA,18105
Finding My Pack,Lane Whitt ,4.06,Reverse Harem,Shapeshifters,18106
Unblemished,Sara Ella ,3.82,Fantasy,Christian,18107
Flowerevolution: Blooming into Your Full Potential with the Magic of Flowers,"Katie Hess , Louie Schwartzberg (Photographs)",4.43,Health,NA,18108
Grown-up Shmown-up,Nicky Allen,5,NA,NA,18109
Father Melancholy's Daughter,Gail Godwin,3.96,Fiction,Literature,18110
Spiral Path,Katharine Eliska Kimbriel ,4.42,Fantasy,Historical,18111
Urwind,"Bo Carpelan, David McDuff ",3.15,Fiction,NA,18112
From Eternity to Here: The Quest for the Ultimate Theory of Time,Sean Carroll ,4.01,Science,Astronomy,18113
The Second Son,Charles Sailor ,4.16,Fiction,NA,18114
Another,"Yukito Ayatsuji, Karen McGillicuddy ",4.17,Horror,Japanese Literature,18115
Children of the Dust,Louise Lawrence,3.98,Science Fiction,Dystopia,18116
Going Solo,Zoe Sugg,3.9,Young Adult,Young Adult Contemporary,18117
Origin Story,James Beltz ,4.13,Thriller,NA,18118
The Dead Silence,Jane B.,4,NA,NA,18119
The Firstborn Advantage: Making Your Birth Order Work for You,Kevin Leman,3.8,Nonfiction,Personal Development,18120
Love and Ghost Letters,Chantel Acevedo ,3.84,Fiction,NA,18121
Las mujeres en la guerra,LARA PATRICIA,4.54,NA,NA,18122
Newlyweds Anal Lessons,Maitresse P. ,4.4,NA,NA,18123
The Vampire's Widow,John Xeno ,4,Vampires,NA,18124
"American Massacre: The Tragedy at Mountain Meadows, September 1857",Sally Denton ,4.02,History,True Crime,18125
On The Principles of Social Gravity,Tobore Tobore,5,NA,NA,18126
This is the Way the World Ends: An Oral History of the Zombie War,Keith Taylor ,4.11,Zombies,NA,18127
Impermanence,"Daniel Frisano , Sarah Jane Webb ",4.05,Science Fiction,NA,18128
First Person: An Astonishingly Frank Self-Portrait by Russia's President,"Vladimir Putin, Catherine A. Fitzpatrick , Nataliya Gevorkyan, Natalya Timakova, Andrei Kolesnikov",3.65,Russia,History,18129
The Hackers Code: The Great Prison Escape Project And Ways to Fly High in Life,A.K. Mars ,4.67,NA,NA,18130
Republic's Chosen,Rori I. ,3.89,LGBT,NA,18131
Abduction!,Peg Kehret,4.2,Mystery,Fiction,18132
Adiamante,L.E. Modesitt Jr. ,3.95,Science Fiction,Space,18133
The Wheel of Osheim,Mark Lawrence ,4.34,Fantasy,Science Fiction,18134
Life on the Color Line: The True Story of a White Boy Who Discovered He Was Black,Gregory Howard Williams,4.13,Nonfiction,Race,18135
The Milk of Birds,Sylvia Whitman ,4.07,Young Adult,Realistic Fiction,18136
Everything on a Waffle,Polly Horvath,3.72,Middle Grade,Young Adult,18137
Crown of Souls,Ronie Kendig ,4.52,Christian Fiction,Christian,18138
The Silver Horn Echoes: A Song of Roland,"Michael Eging , Steve Arnold ",4.5,Historical Fiction,NA,18139
Slouch Witch,Helen Harper ,4.06,Urban Fantasy,Romance,18140
Light of My Heart,Elizabeth St. Michel ,3.93,Historical,NA,18141
Chance for Home,Traci Hunter Abramson ,3.9,Romance,Sports,18142
Bambi,Veronica .,4.61,NA,NA,18143
Jotham's Journey: A Storybook for Advent,Arnold Ytreeide,4.39,Christmas,Christian,18144
Rat Bohemia,Sarah Schulman,3.79,Fiction,New York,18145
Allegiance,Kermit Roosevelt III ,3.71,Historical Fiction,War,18146
Illuminati Council and Modern Illuminism,Nathan Westerville ,3.89,NA,NA,18147
Trash,Thérésa Hedges ,3.71,NA,NA,18148
Know Your Real Self: A journey towards inner peace and freedom,Rachna Khemchandani ,4.78,Spirituality,NA,18149
Thicker Than Water,S.F. Mazhar ,4.83,Fantasy,NA,18150
The Mystery of the Martello Tower,Jennifer Lanthier,3.81,Mystery,NA,18151
Gemma the Gymnastic Fairy,"Daisy Meadows, Georgie Ripper",4.11,Fantasy,Fiction,18152
Sick Fux,Tillie Cole ,4.07,Dark,Contemporary,18153
Black Privilege: Opportunity Comes to Those Who Create It,Charlamagne Tha God,4.3,Nonfiction,Self Help,18154
The Hanging Tree,Ben Aaronovitch ,4.22,Fantasy,Crime,18155
Road to Eugenica,A.M. Rose ,4.06,Young Adult,NA,18156
The Shard of Fire,K.J. Parker ,2.71,Fantasy,NA,18157
Angela: Queen of Hel: Journey to the Funderworld,"Marguerite Bennett (Writer), Kim Jacinto , Stephanie Hans ",3.8,Comics,Fantasy,18158
Universe Full of Scars,Krizzia Paolyn ,4.86,NA,NA,18159
All That Matters,Wayson Choy,3.89,Fiction,Literary Fiction,18160
"The Secret Journals of Adolf Hitler, Volume 1: The Anointed",A.G. Mogan ,4.25,Historical Fiction,NA,18161
Remember Me,Lynda Renham ,4.21,Thriller,Drama,18162
Shinjo: Reflections,Shinjo Ito,4.86,NA,NA,18163
Catalyst,Fletcher DeLancey ,4.62,Science Fiction,Romance,18164
Tales of an African Child,Jovita Efehi Obadolagbonyi ,4.95,NA,NA,18165
Opposite Similarities,Mamoona Arshad ,4.2,Romance,NA,18166
Love Her Wild,Atticus Poetry ,4.01,Poetry,Adult,18167
Gadiantons and the Silver Sword,Chris Heimerdinger,4.11,Lds Fiction,Religion,18168
Scoundrels,"Victor Cornwall, St. John Trevelyan, Duncan Crowe (Editor), James Peak  (Editor)",4.03,Humor,Comedy,18169
7 Powerful Questions to Discover Your Dream Life,"Ngan H. Nguyen , Jennifer Jas (Editor)",4.38,Nonfiction,NA,18170
Inadequate Equilibria: Where and How Civilizations Get Stuck,Eliezer Yudkowsky ,4.11,Economics,Science,18171
The Things We Don't Know,Tarun Betala ,3.97,Nonfiction,NA,18172
Perfect,Rachel Joyce,3.54,Fiction,Audiobook,18173
Violent Ends,"Shaun David Hutchinson  (Editor), Kendare Blake , Steve Brezenoff, Delilah S. Dawson , Trish Doller , Margie Gelbwasser , E.M. Kokie , Cynthia Leitich Smith, more…",4.03,Young Adult,Fiction,18174
The Blood Maker and the Witch's Curse,Jaromy Henry ,3.8,NA,NA,18175
No Fourth River. A Novel Based on a True Story. A profoundly moving read about a woman's fight for survival.,Christine Clayfield ,4.03,True Story,Nonfiction,18176
A Surgeon in the Village: An American Doctor Teaches Brain Surgery in Africa,Tony Bartelme ,4.31,Nonfiction,Medical,18177
The Forces Within,Stacy A. Padula ,4.78,NA,NA,18178
A Land Gone Lonesome: An Inland Voyage Along the Yukon River,Dan O'Neill,4.03,Nonfiction,NA,18179
Sacrificed,Anna Applegate ,4.6,Paranormal,NA,18180
Requiem for Immortals,Lee Winter ,4.3,LGBT,Mystery,18181
Ditching Mr. Darcy,Samantha Whitman ,3.8,Time Travel,NA,18182
Chasing the Stars,Malorie Blackman ,3.51,Science Fiction,Fiction,18183
The Travels of Jaimie McPheeters,Robert Lewis Taylor,3.94,Historical Fiction,Adventure,18184
Three Novels of Old New York: The House of Mirth; The Custom of the Country; The Age of Innocence,Edith Wharton,4.29,Classics,The United States Of America,18185
Cross the Hall Magic,"V. Guyer , C. Guyer ",4.37,Fantasy,NA,18186
Occidis,Aisha Tritle ,4.45,NA,NA,18187
"Seraph of the End, Vol. 3","Takaya Kagami , Yamato Yamamoto , Daisuke Furuya (Storyboards)",4.38,Manga,Dystopia,18188
The Darcaelan Casebook Volume One,"Jake Hannam, James Mortimer, Elliott Johnson, Jake Hannam",5,NA,NA,18189
"NFUDU: Skirts, Ties & Taboos",OAligwekwe ,4.7,NA,NA,18190
The Imprisoned Splendour,Raynor C. Johnson,4.33,NA,NA,18191
Love Songs & Other Lies,Jessica Pennington ,3.74,Romance,Young Adult Contemporary,18192
Thus Bad Begins,"Javier Marías, Margaret Jull Costa (Translation)",3.97,Fiction,Literature,18193
Outside the Lines,Amy Hatvany ,3.87,Fiction,Adult,18194
The Boy in the Dress,"David Walliams, Quentin Blake ",4.13,Fiction,Young Adult,18195
Goblin,Josh Malerman ,3.66,Horror,Adult,18196
Sweetness,Sierra Hill ,3.85,Sports,Contemporary Romance,18197
The Gloaming,Melanie Finn ,3.79,Fiction,Thriller,18198
What We Saw,Aaron Hartzler ,4.08,Young Adult,Fiction,18199
Kristian's War,Peter Wisan ,3.88,Christian Fiction,Adventure,18200
Horn-Horn,A.D.T. McLellan ,4.51,Fantasy,NA,18201
Djinn,Sang Kromah ,4.11,Fantasy,NA,18202
The Electric Woman: A Memoir in Death-Defying Acts,Tessa Fontaine ,3.92,Memoir,Audiobook,18203
Sons of Waywould,Albert John Asaro,4,NA,NA,18204
Lucifer's Court: A Heretic's Journey in Search of the Light Bringers,Otto Rahn,4.01,Occult,Historical,18205
Not Your Sidekick,C.B. Lee ,3.91,Young Adult,Queer,18206
Yes! I Have a Girlfriend... But she doesn't know,Harish Doke ,4.5,NA,NA,18207
The Messiah Conspiracy: Book One,Ian C.P. Irvine ,3.87,Fiction,Amazon,18208
Hunter,Eden Summers ,4.16,Romance,Contemporary,18209
Bring Me Their Hearts,Sara Wolf ,4.07,Fantasy,Magic,18210
Ragnarok,A.S. Byatt,3.48,Fiction,Literary Fiction,18211
Sand Runner,Vera Brook ,3.92,Dystopia,Fiction,18212
Illusionary,LeAnn Mason ,4.37,Fantasy,NA,18213
The Weight of Zero,Karen Fortunati ,4.22,Young Adult,Realistic Fiction,18214
Her Secret,Gina A. Jones ,4.28,Contemporary,NA,18215
Unapologetic,Pamela Ann ,3.75,Romance,NA,18216
Dragonkyn,Nathan Smith Jones ,4.18,Fantasy,NA,18217
Why a Poem?,Bird,4,NA,NA,18218
Resolved: 13 Resolutions for LIFE,Orrin Woodward ,4.46,Leadership,Self Help,18219
The Sheriff's Catch,James Vella-Bardon ,4.59,Historical Fiction,NA,18220
Breathing Under Water,Sophie Hardcastle ,4.02,Contemporary,Family,18221
God Made Everyone Beautiful,Raymond Sturgis ,5,NA,NA,18222
